D1.source.country;D1.destination.country;D1 Latitude ;D1 Longtitude;D2 Latitude ;D2 Longtitude
Senegal;Sierra Leone;12.5556;-16.281799;8.616439819335938;-13.195500373840332
Senegal;Nigeria;12.5556;-16.281799;9.006790161132812;7.263169765472412
Senegal;Guinea-Bissau;12.5556;-16.281799;11.2878999710083;-15.180500030517578
Cameroon;Senegal;4.08919000626;9.360529899600001;12.5556;-16.281799
Cameroon;Nigeria;4.08919000626;9.360529899600001;9.006790161132812;7.263169765472412
Sierra Leone;Gambia;8.616439819335938;-13.195500373840332;13.338000297546387;-16.65220069885254
Sierra Leone;Senegal;8.616439819335938;-13.195500373840332;12.5556;-16.281799
Sierra Leone;United Kingdom;8.616439819335938;-13.195500373840332;54.6575012207;-6.2158298492399995
Sierra Leone;Liberia;8.616439819335938;-13.195500373840332;6.289060115814209;-10.758700370788574
United Kingdom;Sierra Leone;54.6575012207;-6.2158298492399995;8.616439819335938;-13.195500373840332
Nigeria;Ghana;9.006790161132812;7.263169765472412;5.605189800262451;-0.16678600013256073
Nigeria;Senegal;9.006790161132812;7.263169765472412;12.5556;-16.281799
Nigeria;Cameroon;9.006790161132812;7.263169765472412;4.08919000626;9.360529899600001
Nigeria;Liberia;9.006790161132812;7.263169765472412;6.289060115814209;-10.758700370788574
Guinea-Bissau;Guinea;11.2878999710083;-15.180500030517578;10.350600242615;-13.569199562073
Guinea-Bissau;Senegal;11.2878999710083;-15.180500030517578;12.5556;-16.281799
Liberia;Ghana;6.289060115814209;-10.758700370788574;5.605189800262451;-0.16678600013256073
Liberia;Sierra Leone;6.289060115814209;-10.758700370788574;8.616439819335938;-13.195500373840332
Liberia;Nigeria;6.289060115814209;-10.758700370788574;9.006790161132812;7.263169765472412
Djibouti;United Arab Emirates;11.547300338745117;43.15950012207031;24.433000564575195;54.651100158691406
Djibouti;Saudi Arabia;11.547300338745117;43.15950012207031;18.240400314299997;42.65660095210001
Djibouti;Somalia;11.547300338745117;43.15950012207031;9.518170356750488;44.08879852294922
Somalia;Kenya;9.518170356750488;44.08879852294922;0.4044579863548279;35.23889923095703
Kenya;Somalia;0.4044579863548279;35.23889923095703;9.518170356750488;44.08879852294922
Thailand;Singapore;13.9125995636;100.607002258;1.4252599477767944;103.81300354003906
Australia;Singapore;-27.5702991486;153.007995605;1.4252599477767944;103.81300354003906
China;Singapore;40.080101013183594;116.58499908447266;1.4252599477767944;103.81300354003906
China;Singapore;40.080101013183594;116.58499908447266;1.4252599477767944;103.81300354003906
Hong Kong;Singapore;22.3089008331;113.915000916;1.4252599477767944;103.81300354003906
Thailand;Singapore;13.9125995636;100.607002258;1.4252599477767944;103.81300354003906
Japan;Philippines;35.7647018433;140.386001587;14.5086;121.019997
Japan;Taiwan;35.7647018433;140.386001587;24.427900314331055;118.35900115966797
Malaysia;Singapore;3.12385010719;113.019996643;1.4252599477767944;103.81300354003906
Philippines;Japan;14.5086;121.019997;35.7647018433;140.386001587
Philippines;Singapore;14.5086;121.019997;1.4252599477767944;103.81300354003906
Malaysia;Singapore;3.12385010719;113.019996643;1.4252599477767944;103.81300354003906
Australia;Singapore;-27.5702991486;153.007995605;1.4252599477767944;103.81300354003906
Cambodia;Singapore;12.255200386;104.564002991;1.4252599477767944;103.81300354003906
Cambodia;Singapore;12.255200386;104.564002991;1.4252599477767944;103.81300354003906
Burma;Singapore;19.76919937133789;94.0261001586914;1.4252599477767944;103.81300354003906
Vietnam;Singapore;16.043899536132812;108.1989974975586;1.4252599477767944;103.81300354003906
Singapore;Thailand;1.4252599477767944;103.81300354003906;13.9125995636;100.607002258
Singapore;Australia;1.4252599477767944;103.81300354003906;-27.5702991486;153.007995605
Singapore;China;1.4252599477767944;103.81300354003906;40.080101013183594;116.58499908447266
Singapore;China;1.4252599477767944;103.81300354003906;40.080101013183594;116.58499908447266
Singapore;Hong Kong;1.4252599477767944;103.81300354003906;22.3089008331;113.915000916
Singapore;Thailand;1.4252599477767944;103.81300354003906;13.9125995636;100.607002258
Singapore;Malaysia;1.4252599477767944;103.81300354003906;3.12385010719;113.019996643
Singapore;Philippines;1.4252599477767944;103.81300354003906;14.5086;121.019997
Singapore;Malaysia;1.4252599477767944;103.81300354003906;3.12385010719;113.019996643
Singapore;Australia;1.4252599477767944;103.81300354003906;-27.5702991486;153.007995605
Singapore;Cambodia;1.4252599477767944;103.81300354003906;12.255200386;104.564002991
Singapore;Cambodia;1.4252599477767944;103.81300354003906;12.255200386;104.564002991
Singapore;Burma;1.4252599477767944;103.81300354003906;19.76919937133789;94.0261001586914
Singapore;Vietnam;1.4252599477767944;103.81300354003906;16.043899536132812;108.1989974975586
Singapore;China;1.4252599477767944;103.81300354003906;40.080101013183594;116.58499908447266
Singapore;Taiwan;1.4252599477767944;103.81300354003906;24.427900314331055;118.35900115966797
China;Singapore;40.080101013183594;116.58499908447266;1.4252599477767944;103.81300354003906
Taiwan;Japan;24.427900314331055;118.35900115966797;35.7647018433;140.386001587
Taiwan;Singapore;24.427900314331055;118.35900115966797;1.4252599477767944;103.81300354003906
Switzerland;Italy;47.083900451699996;6.792840003970001;41.541401;15.7181
Germany;Switzerland;51.19361114501953;14.519721984863281;47.083900451699996;6.792840003970001
Italy;Switzerland;41.541401;15.7181;47.083900451699996;6.792840003970001
Italy;Germany;41.541401;15.7181;51.19361114501953;14.519721984863281
Italy;Germany;41.541401;15.7181;51.19361114501953;14.519721984863281
Italy;Switzerland;41.541401;15.7181;47.083900451699996;6.792840003970001
Germany;Italy;51.19361114501953;14.519721984863281;41.541401;15.7181
Germany;Italy;51.19361114501953;14.519721984863281;41.541401;15.7181
Germany;Croatia;51.19361114501953;14.519721984863281;42.5614013671875;18.268199920654297
Germany;Italy;51.19361114501953;14.519721984863281;41.541401;15.7181
Austria;Switzerland;47.843299865722656;16.260099411010742;47.083900451699996;6.792840003970001
Germany;Italy;51.19361114501953;14.519721984863281;41.541401;15.7181
Italy;Germany;41.541401;15.7181;51.19361114501953;14.519721984863281
Italy;Germany;41.541401;15.7181;51.19361114501953;14.519721984863281
Austria;Switzerland;47.843299865722656;16.260099411010742;47.083900451699996;6.792840003970001
Croatia;Germany;42.5614013671875;18.268199920654297;51.19361114501953;14.519721984863281
Switzerland;Germany;47.083900451699996;6.792840003970001;51.19361114501953;14.519721984863281
Switzerland;Italy;47.083900451699996;6.792840003970001;41.541401;15.7181
Switzerland;Austria;47.083900451699996;6.792840003970001;47.843299865722656;16.260099411010742
Switzerland;Austria;47.083900451699996;6.792840003970001;47.843299865722656;16.260099411010742
Bahamas;United States;24.287700653076172;-77.68460083007812;70.1340026855;-143.582000732
Bahamas;United States;24.287700653076172;-77.68460083007812;70.1340026855;-143.582000732
Bahamas;United States;24.287700653076172;-77.68460083007812;70.1340026855;-143.582000732
United States;Bahamas;70.1340026855;-143.582000732;24.287700653076172;-77.68460083007812
United States;Bahamas;70.1340026855;-143.582000732;24.287700653076172;-77.68460083007812
United States;Bahamas;70.1340026855;-143.582000732;24.287700653076172;-77.68460083007812
United States;Bahamas;70.1340026855;-143.582000732;24.287700653076172;-77.68460083007812
United States;Bahamas;70.1340026855;-143.582000732;24.287700653076172;-77.68460083007812
United States;Bahamas;70.1340026855;-143.582000732;24.287700653076172;-77.68460083007812
United States;Bahamas;70.1340026855;-143.582000732;24.287700653076172;-77.68460083007812
Bahamas;United States;24.287700653076172;-77.68460083007812;70.1340026855;-143.582000732
Bahamas;United States;24.287700653076172;-77.68460083007812;70.1340026855;-143.582000732
Bahamas;United States;24.287700653076172;-77.68460083007812;70.1340026855;-143.582000732
United States;Bahamas;70.1340026855;-143.582000732;24.287700653076172;-77.68460083007812
United States;Bahamas;70.1340026855;-143.582000732;24.287700653076172;-77.68460083007812
Bahamas;United States;24.287700653076172;-77.68460083007812;70.1340026855;-143.582000732
Bahamas;United States;24.287700653076172;-77.68460083007812;70.1340026855;-143.582000732
Bahamas;United States;24.287700653076172;-77.68460083007812;70.1340026855;-143.582000732
Bahamas;United States;24.287700653076172;-77.68460083007812;70.1340026855;-143.582000732
United States;Bahamas;70.1340026855;-143.582000732;24.287700653076172;-77.68460083007812
United States;Bahamas;70.1340026855;-143.582000732;24.287700653076172;-77.68460083007812
Bahamas;United States;24.287700653076172;-77.68460083007812;70.1340026855;-143.582000732
Netherlands;Morocco;52.3086013794;4.763889789579999;30.325000762939453;-9.413069725036621
Netherlands;Morocco;52.3086013794;4.763889789579999;30.325000762939453;-9.413069725036621
Spain;Morocco;28.452699661254883;-13.863800048828125;30.325000762939453;-9.413069725036621
Spain;Morocco;28.452699661254883;-13.863800048828125;30.325000762939453;-9.413069725036621
Spain;Morocco;28.452699661254883;-13.863800048828125;30.325000762939453;-9.413069725036621
Italy;Morocco;41.541401;15.7181;30.325000762939453;-9.413069725036621
Italy;Morocco;41.541401;15.7181;30.325000762939453;-9.413069725036621
Belgium;Morocco;51.1893997192;4.46027994156;30.325000762939453;-9.413069725036621
Belgium;Morocco;51.1893997192;4.46027994156;30.325000762939453;-9.413069725036621
Belgium;Morocco;51.1893997192;4.46027994156;30.325000762939453;-9.413069725036621
Germany;Morocco;51.19361114501953;14.519721984863281;30.325000762939453;-9.413069725036621
Morocco;Spain;30.325000762939453;-9.413069725036621;28.452699661254883;-13.863800048828125
Morocco;Italy;30.325000762939453;-9.413069725036621;41.541401;15.7181
Morocco;Italy;30.325000762939453;-9.413069725036621;41.541401;15.7181
Morocco;Belgium;30.325000762939453;-9.413069725036621;51.1893997192;4.46027994156
Morocco;Italy;30.325000762939453;-9.413069725036621;41.541401;15.7181
Morocco;United Kingdom;30.325000762939453;-9.413069725036621;54.6575012207;-6.2158298492399995
Morocco;France;30.325000762939453;-9.413069725036621;50.962100982666016;1.954759955406189
Morocco;France;30.325000762939453;-9.413069725036621;50.962100982666016;1.954759955406189
Morocco;Turkey;30.325000762939453;-9.413069725036621;39.9350013733;32.7407989502
Morocco;France;30.325000762939453;-9.413069725036621;50.962100982666016;1.954759955406189
Morocco;Italy;30.325000762939453;-9.413069725036621;41.541401;15.7181
Italy;Morocco;41.541401;15.7181;30.325000762939453;-9.413069725036621
Morocco;France;30.325000762939453;-9.413069725036621;50.962100982666016;1.954759955406189
United Kingdom;Morocco;54.6575012207;-6.2158298492399995;30.325000762939453;-9.413069725036621
United Kingdom;Morocco;54.6575012207;-6.2158298492399995;30.325000762939453;-9.413069725036621
France;Morocco;50.962100982666016;1.954759955406189;30.325000762939453;-9.413069725036621
France;Morocco;50.962100982666016;1.954759955406189;30.325000762939453;-9.413069725036621
France;Morocco;50.962100982666016;1.954759955406189;30.325000762939453;-9.413069725036621
France;Morocco;50.962100982666016;1.954759955406189;30.325000762939453;-9.413069725036621
Morocco;Netherlands;30.325000762939453;-9.413069725036621;52.3086013794;4.763889789579999
Morocco;Spain;30.325000762939453;-9.413069725036621;28.452699661254883;-13.863800048828125
Morocco;Belgium;30.325000762939453;-9.413069725036621;51.1893997192;4.46027994156
Morocco;Germany;30.325000762939453;-9.413069725036621;51.19361114501953;14.519721984863281
Morocco;France;30.325000762939453;-9.413069725036621;50.962100982666016;1.954759955406189
Morocco;Spain;30.325000762939453;-9.413069725036621;28.452699661254883;-13.863800048828125
Spain;Morocco;28.452699661254883;-13.863800048828125;30.325000762939453;-9.413069725036621
Turkey;Morocco;39.9350013733;32.7407989502;30.325000762939453;-9.413069725036621
France;Morocco;50.962100982666016;1.954759955406189;30.325000762939453;-9.413069725036621
Morocco;Netherlands;30.325000762939453;-9.413069725036621;52.3086013794;4.763889789579999
Morocco;Spain;30.325000762939453;-9.413069725036621;28.452699661254883;-13.863800048828125
Morocco;Belgium;30.325000762939453;-9.413069725036621;51.1893997192;4.46027994156
Morocco;United Kingdom;30.325000762939453;-9.413069725036621;54.6575012207;-6.2158298492399995
Italy;Morocco;41.541401;15.7181;30.325000762939453;-9.413069725036621
Aruba;Venezuela;12.501399993896484;-70.01519775390625;9.553375244140625;-69.23786926269531
Aruba;Venezuela;12.501399993896484;-70.01519775390625;9.553375244140625;-69.23786926269531
Netherlands Antilles;Aruba;12.130999565124512;-68.26850128173828;12.501399993896484;-70.01519775390625
Venezuela;Aruba;9.553375244140625;-69.23786926269531;12.501399993896484;-70.01519775390625
Venezuela;Aruba;9.553375244140625;-69.23786926269531;12.501399993896484;-70.01519775390625
Uzbekistan;Russia;39.775001525878906;64.4832992553711;62.093299865722656;129.77099609375
Russia;Uzbekistan;62.093299865722656;129.77099609375;39.775001525878906;64.4832992553711
Russia;Uzbekistan;62.093299865722656;129.77099609375;39.775001525878906;64.4832992553711
Russia;Uzbekistan;62.093299865722656;129.77099609375;39.775001525878906;64.4832992553711
Russia;Uzbekistan;62.093299865722656;129.77099609375;39.775001525878906;64.4832992553711
Russia;Uzbekistan;62.093299865722656;129.77099609375;39.775001525878906;64.4832992553711
Russia;Uzbekistan;62.093299865722656;129.77099609375;39.775001525878906;64.4832992553711
Russia;Montenegro;62.093299865722656;129.77099609375;42.35940170288086;19.25189971923828
Uzbekistan;Russia;39.775001525878906;64.4832992553711;62.093299865722656;129.77099609375
Uzbekistan;Russia;39.775001525878906;64.4832992553711;62.093299865722656;129.77099609375
Uzbekistan;Russia;39.775001525878906;64.4832992553711;62.093299865722656;129.77099609375
Uzbekistan;Russia;39.775001525878906;64.4832992553711;62.093299865722656;129.77099609375
Uzbekistan;Russia;39.775001525878906;64.4832992553711;62.093299865722656;129.77099609375
Montenegro;Russia;42.35940170288086;19.25189971923828;62.093299865722656;129.77099609375
Antigua and Barbuda;Guadeloupe;17.1367;-61.792702;18.099899291992;-63.047199249268
French Guiana;Martinique;4.819809913639999;-52.360401153599994;14.590999603271484;-61.00320053100586
Netherlands Antilles;Dominican Republic;12.130999565124512;-68.26850128173828;19.198600769;-69.42980194089999
Dominica;Guadeloupe;15.336700439453125;-61.3922004699707;18.099899291992;-63.047199249268
Dominica;Netherlands Antilles;15.336700439453125;-61.3922004699707;12.130999565124512;-68.26850128173828
Martinique;French Guiana;14.590999603271484;-61.00320053100586;4.819809913639999;-52.360401153599994
Martinique;Guadeloupe;14.590999603271484;-61.00320053100586;18.099899291992;-63.047199249268
Martinique;Dominican Republic;14.590999603271484;-61.00320053100586;19.198600769;-69.42980194089999
Martinique;Saint Lucia;14.590999603271484;-61.00320053100586;14.0202;-60.992901
Guadeloupe;Antigua and Barbuda;18.099899291992;-63.047199249268;17.1367;-61.792702
Guadeloupe;Dominica;18.099899291992;-63.047199249268;15.336700439453125;-61.3922004699707
Guadeloupe;Martinique;18.099899291992;-63.047199249268;14.590999603271484;-61.00320053100586
Guadeloupe;France;18.099899291992;-63.047199249268;50.962100982666016;1.954759955406189
Guadeloupe;Dominican Republic;18.099899291992;-63.047199249268;19.198600769;-69.42980194089999
Guadeloupe;Netherlands Antilles;18.099899291992;-63.047199249268;12.130999565124512;-68.26850128173828
France;Guadeloupe;50.962100982666016;1.954759955406189;18.099899291992;-63.047199249268
Dominican Republic;Guadeloupe;19.198600769;-69.42980194089999;18.099899291992;-63.047199249268
Dominican Republic;Netherlands Antilles;19.198600769;-69.42980194089999;12.130999565124512;-68.26850128173828
Saint Lucia;Martinique;14.0202;-60.992901;14.590999603271484;-61.00320053100586
Netherlands Antilles;Dominica;12.130999565124512;-68.26850128173828;15.336700439453125;-61.3922004699707
Netherlands Antilles;Guadeloupe;12.130999565124512;-68.26850128173828;18.099899291992;-63.047199249268
Netherlands Antilles;Dominican Republic;12.130999565124512;-68.26850128173828;19.198600769;-69.42980194089999
China;Northern Mariana Islands;40.080101013183594;116.58499908447266;14.174300193786621;145.2429962158203
China;Thailand;40.080101013183594;116.58499908447266;13.9125995636;100.607002258
China;Australia;40.080101013183594;116.58499908447266;-27.5702991486;153.007995605
China;Taiwan;40.080101013183594;116.58499908447266;24.427900314331055;118.35900115966797
China;Hong Kong;40.080101013183594;116.58499908447266;22.3089008331;113.915000916
China;Thailand;40.080101013183594;116.58499908447266;13.9125995636;100.607002258
China;South Korea;40.080101013183594;116.58499908447266;35.1263999939;126.808998108
China;Australia;40.080101013183594;116.58499908447266;-27.5702991486;153.007995605
China;Taiwan;40.080101013183594;116.58499908447266;24.427900314331055;118.35900115966797
Hong Kong;China;22.3089008331;113.915000916;40.080101013183594;116.58499908447266
Hong Kong;China;22.3089008331;113.915000916;40.080101013183594;116.58499908447266
Hong Kong;China;22.3089008331;113.915000916;40.080101013183594;116.58499908447266
Thailand;China;13.9125995636;100.607002258;40.080101013183594;116.58499908447266
Thailand;China;13.9125995636;100.607002258;40.080101013183594;116.58499908447266
South Korea;China;35.1263999939;126.808998108;40.080101013183594;116.58499908447266
China;Taiwan;40.080101013183594;116.58499908447266;24.427900314331055;118.35900115966797
Australia;China;-27.5702991486;153.007995605;40.080101013183594;116.58499908447266
China;Vietnam;40.080101013183594;116.58499908447266;16.043899536132812;108.1989974975586
China;Northern Mariana Islands;40.080101013183594;116.58499908447266;14.174300193786621;145.2429962158203
Vietnam;China;16.043899536132812;108.1989974975586;40.080101013183594;116.58499908447266
China;Canada;40.080101013183594;116.58499908447266;46.48500061035156;-84.5093994140625
Northern Mariana Islands;China;14.174300193786621;145.2429962158203;40.080101013183594;116.58499908447266
Northern Mariana Islands;China;14.174300193786621;145.2429962158203;40.080101013183594;116.58499908447266
Australia;China;-27.5702991486;153.007995605;40.080101013183594;116.58499908447266
Taiwan;China;24.427900314331055;118.35900115966797;40.080101013183594;116.58499908447266
Taiwan;China;24.427900314331055;118.35900115966797;40.080101013183594;116.58499908447266
Taiwan;China;24.427900314331055;118.35900115966797;40.080101013183594;116.58499908447266
China;Hong Kong;40.080101013183594;116.58499908447266;22.3089008331;113.915000916
Canada;China;46.48500061035156;-84.5093994140625;40.080101013183594;116.58499908447266
China;Hong Kong;40.080101013183594;116.58499908447266;22.3089008331;113.915000916
Egypt;Israel;31.183900833129883;29.94890022277832;32.01139831542969;34.88669967651367
Israel;Egypt;32.01139831542969;34.88669967651367;31.183900833129883;29.94890022277832
Uzbekistan;Russia;39.775001525878906;64.4832992553711;62.093299865722656;129.77099609375
Russia;Uzbekistan;62.093299865722656;129.77099609375;39.775001525878906;64.4832992553711
Thailand;Bangladesh;13.9125995636;100.607002258;21.452199935913086;91.96389770507812
India;Bangladesh;23.0771999359;72.63469696039999;21.452199935913086;91.96389770507812
India;Bangladesh;23.0771999359;72.63469696039999;21.452199935913086;91.96389770507812
Bangladesh;India;21.452199935913086;91.96389770507812;23.0771999359;72.63469696039999
Bangladesh;Oman;21.452199935913086;91.96389770507812;26.17099952697754;56.2406005859375
Bangladesh;Thailand;21.452199935913086;91.96389770507812;13.9125995636;100.607002258
Bangladesh;India;21.452199935913086;91.96389770507812;23.0771999359;72.63469696039999
Bangladesh;United Arab Emirates;21.452199935913086;91.96389770507812;24.433000564575195;54.651100158691406
Bangladesh;Saudi Arabia;21.452199935913086;91.96389770507812;18.240400314299997;42.65660095210001
Bangladesh;Nepal;21.452199935913086;91.96389770507812;27.505685;83.416293
Bangladesh;Malaysia;21.452199935913086;91.96389770507812;3.12385010719;113.019996643
Bangladesh;Oman;21.452199935913086;91.96389770507812;26.17099952697754;56.2406005859375
United Arab Emirates;Bangladesh;24.433000564575195;54.651100158691406;21.452199935913086;91.96389770507812
Saudi Arabia;Bangladesh;18.240400314299997;42.65660095210001;21.452199935913086;91.96389770507812
Nepal;Bangladesh;27.505685;83.416293;21.452199935913086;91.96389770507812
Malaysia;Bangladesh;3.12385010719;113.019996643;21.452199935913086;91.96389770507812
Oman;Bangladesh;26.17099952697754;56.2406005859375;21.452199935913086;91.96389770507812
Oman;Bangladesh;26.17099952697754;56.2406005859375;21.452199935913086;91.96389770507812
United States;Argentina;70.1340026855;-143.582000732;-31.2969;-57.9966
Argentina;United States;-31.2969;-57.9966;70.1340026855;-143.582000732
Argentina;United States;-31.2969;-57.9966;70.1340026855;-143.582000732
Argentina;United States;-31.2969;-57.9966;70.1340026855;-143.582000732
Argentina;Dominican Republic;-31.2969;-57.9966;19.198600769;-69.42980194089999
United States;Argentina;70.1340026855;-143.582000732;-31.2969;-57.9966
United States;Argentina;70.1340026855;-143.582000732;-31.2969;-57.9966
United States;Dominican Republic;70.1340026855;-143.582000732;19.198600769;-69.42980194089999
Dominican Republic;Argentina;19.198600769;-69.42980194089999;-31.2969;-57.9966
Dominican Republic;United States;19.198600769;-69.42980194089999;70.1340026855;-143.582000732
Colombia;Mexico;4.45278;-75.7664;16.757099151611328;-99.75399780273438
Mexico;United States;16.757099151611328;-99.75399780273438;70.1340026855;-143.582000732
Mexico;United States;16.757099151611328;-99.75399780273438;70.1340026855;-143.582000732
Guatemala;Mexico;15.47350025177002;-88.83719635009766;16.757099151611328;-99.75399780273438
Cuba;Mexico;20.365299224853516;-74.5062026977539;16.757099151611328;-99.75399780273438
United States;Mexico;70.1340026855;-143.582000732;16.757099151611328;-99.75399780273438
United States;Mexico;70.1340026855;-143.582000732;16.757099151611328;-99.75399780273438
United States;Mexico;70.1340026855;-143.582000732;16.757099151611328;-99.75399780273438
Mexico;Colombia;16.757099151611328;-99.75399780273438;4.45278;-75.7664
Mexico;Guatemala;16.757099151611328;-99.75399780273438;15.47350025177002;-88.83719635009766
Mexico;Cuba;16.757099151611328;-99.75399780273438;20.365299224853516;-74.5062026977539
Mexico;United States;16.757099151611328;-99.75399780273438;70.1340026855;-143.582000732
Mexico;United States;16.757099151611328;-99.75399780273438;70.1340026855;-143.582000732
Mexico;United States;16.757099151611328;-99.75399780273438;70.1340026855;-143.582000732
Mexico;Costa Rica;16.757099151611328;-99.75399780273438;9.163949;-83.330171
Mexico;United States;16.757099151611328;-99.75399780273438;70.1340026855;-143.582000732
United States;Mexico;70.1340026855;-143.582000732;16.757099151611328;-99.75399780273438
Mexico;United States;16.757099151611328;-99.75399780273438;70.1340026855;-143.582000732
Mexico;United States;16.757099151611328;-99.75399780273438;70.1340026855;-143.582000732
United States;Mexico;70.1340026855;-143.582000732;16.757099151611328;-99.75399780273438
United States;Mexico;70.1340026855;-143.582000732;16.757099151611328;-99.75399780273438
United States;Mexico;70.1340026855;-143.582000732;16.757099151611328;-99.75399780273438
United States;Mexico;70.1340026855;-143.582000732;16.757099151611328;-99.75399780273438
Costa Rica;Mexico;9.163949;-83.330171;16.757099151611328;-99.75399780273438
